LocusID;Zygote;Quadrant;Globular;Heart;Torpedo;Bent;Mature
AT5G18700;696.5508957;704.8056279;711.9071654;729.834812;736.9343247;731.4236519;791.6509975
AT5G18820;883.7993719;957.2344433;934.0579953;967.3338493;1012.608939;885.8038353;972.5726494
AT5G19620;734.2636805;692.1672621;683.9714985;750.9771096;790.7235255;732.252358;712.7113352
AT5G19820;714.1880554;738.5053219;903.8797769;951.1496032;962.3955892;974.8698591;801.3638481
AT5G20920;3380.247064;3546.679555;3270.713253;3573.995617;4288.798676;4993.595048;16503.00308
AT5G21140;638.5827421;616.2700948;675.5893565;635.9709368;662.4664727;649.1496947;629.7480057
AT5G22010;849.1289608;772.4870922;844.6436572;832.9143692;854.5937783;935.1111289;909.1452011
AT5G22110;792.8793791;882.5379288;928.4347888;953.7531956;851.6037035;812.7691161;718.8375294
AT5G22130;821.3686384;867.5673908;1061.886398;1154.046996;1360.868543;1074.710734;890.6287581
AT5G22370;1138.570446;1161.515779;979.2631011;936.2682285;1047.966159;917.3259523;944.3799492
AT5G22640;2003.623705;1799.273609;4249.474631;4667.221079;3780.51114;4057.631549;1671.781868
AT5G22800;891.7679734;1408.402373;1669.56322;1594.128823;1559.846509;1346.517429;793.1507764
AT5G23720;963.6878846;914.4988531;903.9888808;931.1429841;950.8915547;1027.287687;1249.071059
AT5G23880;865.4495664;855.7874124;862.9447073;915.2225524;941.0309246;1078.825887;909.7054336
AT5G23940;1546.685717;1833.59441;7415.983449;8799.26663;7482.227362;11066.67794;2428.195853
AT5G24120;715.9551441;688.6049327;720.7185169;781.8755399;856.7770994;904.6913346;774.514248
AT5G24400;8161.243609;12372.43341;23121.28588;21803.32562;26878.87124;26034.80444;10104.8536
AT5G24670;844.4008075;995.8780039;1046.796433;1122.075403;1125.915045;1100.658042;1163.470249
AT5G26742;647.0274948;673.2184099;630.4038174;665.6309791;642.2608134;643.3311076;684.8581096
AT5G27270;787.9126724;705.0064983;747.2318042;685.129088;720.2604414;813.0205147;968.7517012
AT5G27540;35145.55435;26124.5336;26197.77554;20654.6361;10064.9416;8270.038985;27654.81201
AT5G27720;10495.88488;10569.09778;7617.715597;9421.54763;6648.043826;5185.471987;33548.37128
AT5G27740;986.2230858;1000.944674;1829.601964;1589.438374;1306.331498;1361.951031;839.005722
AT5G37510;4736.130279;5975.483092;15555.85231;11841.16429;5827.171317;5752.201303;3639.29361
AT5G37630;685.7297095;728.4738384;781.824697;773.166772;786.4155948;796.8725436;722.5351116
AT5G39680;752.02002;758.0897045;703.8693999;772.4715051;793.6129456;729.2967105;774.2170918
AT5G39710;856.4878936;832.8473163;829.3009141;828.5404329;827.7336386;888.6371751;863.3952729
AT5G39750;721.7962094;763.0244456;698.1794136;788.7747041;774.0826085;734.2909174;746.414922
AT5G39980;722.8078381;822.5469192;808.2949065;841.7218949;904.811609;799.3049381;750.951806
AT5G40160;856.6614461;802.0732313;906.7700148;933.9249784;959.3639769;942.9691144;993.7665832
AT5G40480;1178.915327;1404.491827;1728.218356;1384.959401;1464.9318;1469.610457;1287.541137
AT5G41480;803.0430179;776.5717494;807.1306531;823.5815357;853.3847272;907.2361645;916.0973414
AT5G42080;950.0494649;928.3730312;1368.047426;1546.70397;1706.652083;2447.14628;2266.642096
AT5G48230;1576.642182;1085.002503;1544.245162;1224.500173;2645.524862;3604.13913;1272.038137
AT5G48600;826.8279944;830.1773815;796.2600267;885.7452895;895.7087856;902.646996;817.1349943
AT5G48840;1209.737946;1337.241092;924.4751469;1074.69357;1095.439971;923.4983636;916.529543
AT5G49010;896.1250453;918.1876844;1053.033768;1138.83343;1215.422771;1167.171301;929.9917056
AT5G49160;3017.455103;2754.941572;5970.037596;6629.89051;4257.600779;2520.703673;877.9093603
AT5G49930;1036.284623;912.5004923;976.2045539;937.5407558;924.6712887;966.3214395;1664.14674
AT5G50210;774.3027526;751.3056475;767.0676473;781.8547387;855.4777531;859.9877304;805.2188748
AT5G50280;740.9550467;738.3487541;744.5461651;739.8164494;786.2241622;808.4832694;816.3300344
AT5G50390;737.1111792;759.6063001;689.1986049;783.1404357;791.2290304;826.5343295;681.2124664
AT5G50850;917.0543695;986.7904608;1415.969602;1381.40079;1701.052711;1867.359175;1200.209117
AT5G50960;1135.478147;894.919698;1055.562882;1159.750487;1311.114875;1340.615736;3420.055856
AT5G51020;2430.416734;1574.908785;1976.620938;2417.902414;2678.052435;3448.992632;7160.359546
AT5G51200;857.5540908;893.194356;856.585162;857.4504101;888.1662413;965.5876877;910.4000236
AT5G51430;814.4071244;873.7573005;921.9730937;938.0984193;934.6109017;1038.568477;773.8881484
AT5G52920;796.6755453;1117.41816;1278.495794;810.8541265;3717.680723;3232.860976;1635.622128
AT5G53400;674.8232499;681.5511459;692.2049819;614.2443966;632.3370316;599.2137125;629.7272928
AT5G53860;1402.476255;1447.764909;2503.038997;3470.370906;3248.669366;3079.890345;2423.672706
AT5G55940;1069.757802;1156.423925;2822.854983;2186.563661;1791.167036;1592.827969;1290.770812
AT5G56290;730.4449428;670.3043732;717.7438386;710.6361054;664.9651783;740.534137;1090.260741
AT5G56680;728.3556958;783.5535801;676.3682899;679.1001083;710.2660524;748.5819763;607.3072681
AT5G56930;856.7102491;772.9759311;746.430459;829.3019414;874.6855378;864.2274655;834.8109388
AT5G57590;1154.002563;1074.950165;1270.141714;1256.846235;1367.876904;1568.328119;3307.242685
AT5G57930;1330.314576;1383.857396;1629.031576;2479.300836;2548.791015;2696.583946;2918.555808
AT5G58250;815.2629677;915.8476324;1378.496515;2285.334458;3945.084715;3713.136664;982.457165
AT5G59340;669.7907663;653.7836117;650.8969657;688.8909604;703.3268144;667.8503401;655.0705585
AT5G59440;797.1813299;741.3493667;772.9351395;896.5669431;944.4437922;900.3403411;1056.543436
AT5G60540;830.7823377;837.8799475;902.9186091;987.6577932;1102.190395;1008.506259;1177.934087
AT5G61410;980.8408299;980.087543;1037.648689;1047.16237;1521.198984;2795.728878;1630.066944
AT5G62410;3098.320483;4622.913249;7847.791388;5782.154163;4082.330486;3429.965585;814.1206197
AT5G62440;913.3663249;894.6923166;1273.621159;1245.614119;1029.661212;951.4859491;903.2255489
AT5G62990;884.740437;1002.169581;871.8107656;841.5619502;774.7844634;1234.498521;774.2680537
AT5G63050;1108.311883;1192.835342;1439.303122;2246.908708;3830.441826;4067.333419;3620.632903
AT5G63420;752.6112896;772.7114548;793.754175;793.3764013;817.7614116;894.9126922;679.1386779
AT5G64580;2018.547491;1756.155004;4080.354445;4090.979064;2958.518275;1950.330481;1791.76474
AT5G66055;2417.15872;2397.266213;1814.855939;1966.131641;1936.807574;1660.600811;1422.018095
AT5G66680;34433.29636;33852.66274;33826.77606;35216.83873;31768.67536;31942.47622;21307.66832
AT5G67570;662.4842347;670.0750885;702.4885935;803.4485145;831.3079099;804.2932013;661.9682216
